name,@lat,@lon,type
Castaway Motel,33.7883089,-117.8733092,motel
Parkside Inn Fresno,36.7565164,-119.8283701,motel
"The Ritz-Carlton, Laguna Niguel",33.4748211,-117.7199059,hotel
Fairfield Inn & Suites,33.5209829,-117.1635318,hotel
City Center Inn & Suites,37.7771825,-122.4089433,hotel
Hotel Ikon,37.7893114,-122.4058551,hotel
Mirage Inn & Suites,37.7357474,-122.5024085,hotel
Holiday Inn Express & Suites,38.4239799,-121.3987218,hotel
Embassy Suites Milpitas,37.4346509,-121.8919535,hotel
Dune Surfer Inn,35.1070103,-120.623683,hotel
Courtyard Santa Barbara Downtown,34.4270083,-119.7100887,hotel
Holiday Inn & Suites Barstow,34.8498111,-117.0849182,hotel
Bun Boy Motel,35.265309,-116.0737395,motel
Holiday Inn Express,35.6399801,-120.6889162,hotel
"Studio 6 Vallejo, CA – Napa Valley",38.1106262,-122.2277648,motel
Howard Johnson Inn and Suites Vallejo,38.1105913,-122.2279229,hotel
Casa Munras Garden Hotel & Spa,36.5955264,-121.8934244,hotel
Extended Stay America - San Jose - Airport,37.3751946,-121.917466,hotel
America Extended Stay,34.2301379,-118.5543901,hotel
Days Inn,34.9392742,-118.9328508,hotel
DoubleTree by Hilton,32.7584642,-117.1768098,hotel
Candlewood Suites,32.7577818,-117.1757059,hotel
Howard Johnson Inn San Diego Hotel Circle,32.7586638,-117.178574,motel
The McCloud River Mercantile Hotel,41.2532207,-122.1393909,motel
La Quinta Inn & Suites Bakersfield North,35.4402641,-119.0757001,hotel
Holiday Inn Express & Suites Bakersfield Central,35.3878191,-119.0437199,hotel
Hampton Inn & Suites Bakersfield North-Airport,35.4396794,-119.0759288,hotel
Comfort Inn & Suites Sequoia Kings Canyon,36.4258971,-118.9145923,hotel
Best Western Plus,35.6123264,-121.1460803,hotel
Azul Inn San Simeon,35.6113952,-121.1409692,hotel
Sea Breeze Inn,35.6106357,-121.1425003,motel
Mithila Hotel,37.7885404,-122.4163519,hotel
Hotel Julian,37.7885735,-122.4159602,hotel
Visalia Marriott at the Convention Center,36.3283354,-119.2914273,hotel
BEST WESTERN Clovis Cole,36.8252647,-119.6994302,hotel
Wayfinder Bishop,37.3671053,-118.3963832,hotel
Super 8 by Wyndham Bishop,37.3564325,-118.3957287,motel
Caples Lake Resort,38.7033455,-120.05098,hotel
Carriage House Inn,39.5600888,-120.8281668,motel
Downieville River Inn & Resort,39.5593657,-120.8302542,motel
Riverside Inn,39.5596068,-120.8280889,motel
Sierra City Hotel,39.5653544,-120.6361461,hotel
Travelodge by Fishermans Wharf,37.8053016,-122.4178931,hotel
Suites at Fisherman's Wharf,37.8055042,-122.4205982,hotel
San Remo Hotel,37.8042784,-122.4136154,hotel
Best Western Plus Raffles Inn & Suites,33.797571,-117.9144876,hotel
Anaheim Express Inn Maingate,33.7955514,-117.9160164,hotel
Best Western Escondido,33.1470679,-117.1022471,hotel
Holiday Inn Express Garden Grove,33.7750174,-117.9082523,hotel
La Quinta Fresno Yosemite,36.740541,-119.7799338,hotel
Irvine Marriott,33.6783556,-117.8497498,hotel
University Plaza Waterfront Hotel,37.9565607,-121.2943717,hotel
Ayres Hotel Anaheim,33.8054544,-117.8779967,hotel
Extended Stay America - Anaheim Hills,33.852207,-117.8401469,hotel
Plaza la Reina,34.0599765,-118.4423719,hotel
W Los Angeles - West Beverly Hills,34.0629801,-118.441,hotel
Clarrion Inn,33.7237649,-116.1977581,motel
Hotel Angeleno,34.0737523,-118.4682017,hotel
Hilgard House Hotel,34.0632015,-118.441744,hotel
On the Beach Bed & Breakfast,35.4491773,-120.9057097,hotel
Motel 6,34.2598088,-116.8666773,motel
The Club,34.2402538,-116.9152715,hotel
Microtel Inn,37.1227171,-121.6268386,motel
Cayucos Sunset Inn,35.447062,-120.9002663,hotel
Estero Bay Motel,35.4478895,-120.9018054,motel
Cayucos Beach Inn,35.446094,-120.8980045,hotel
Dolphin Inn,35.4460825,-120.8977772,hotel
Beachwalker Inn,35.4453527,-120.8967495,motel
Cypress Tree Motel,35.4469103,-120.8997568,motel
Cayucos Motel,35.4476209,-120.9025923,motel
Seaside Motel,35.4471783,-120.9017345,motel
Shoreline Inn,35.4480267,-120.9034055,hotel
"The Ritz-Carlton, Lake Tahoe",39.2671007,-120.1283357,hotel
Hilton Long Beach,33.7680314,-118.2013886,hotel
Big Sur Lodge,36.2528522,-121.7856806,hotel
,36.2504956,-121.7858815,motel
Olympic Village Inn,39.1998702,-120.2387346,hotel
Garden Inn,33.9216733,-117.4431286,motel
Simply Home Inn and Suites,33.9160073,-117.4531393,motel
Schull Lodge,39.3136952,-120.3409603,hotel
Boreal Inn,39.3389248,-120.3463151,motel
Embassy Suites by Hilton Hotel Santa Clara,37.3839038,-121.9785337,hotel
Residence Inn Sunnyvale Silicon Valley I,37.3879726,-121.9884579,hotel
The Culver Hotel,34.0238352,-118.3941647,hotel
Extended Stay America - Sacramento - Arden Way,38.6053745,-121.4371447,hotel
Extended Stay America,33.8073849,-117.8723772,hotel
Hampton,35.3536395,-118.915539,hotel
Hotel Griffon,37.7928777,-122.3922144,hotel
1 Hotel San Francisco,37.7936871,-122.3932917,hotel
Harbor Court Hotel,37.7926772,-122.3921483,hotel
La Quinta Inn & Suites Fowler,36.6279462,-119.6844476,hotel
Fairfield Inn & Suites,36.5205131,-119.565676,hotel
Solaire Inn and Suites,34.924033,-120.4367255,motel
Travelodge Santa Maria,34.9331512,-120.4353149,hotel
Radisson,34.8965541,-120.444857,hotel
Loews Santa Monica Beach Hotel,34.0090939,-118.493151,hotel
Candlewood Suites Anaheim - Resort Area,33.8050888,-117.9074211,hotel
Homewood Suites,38.6548286,-121.5299808,hotel
Hampton,38.6539607,-121.53024,hotel
Holiday Inn Express,38.655091,-121.5290363,hotel
Mission Inn San Francisco,37.7112161,-122.4473451,motel
Extended Stay America - Sacramento - Northgate,38.6387199,-121.476363,hotel
Quality Inn Sacramento North,38.6378172,-121.4760285,hotel
Royal Pacific Motor Inn,37.7974208,-122.4078313,motel
Courtyard Oakland Downtown,37.8010535,-122.2727752,hotel
Motel 6,34.9796779,-120.4316592,motel
Castro Hotel,37.7983511,-122.4092527,hotel
Fairfield Inn & Suites Santa Maria,34.9774901,-120.4351141,hotel
Homewood Suites by Hilton Santa Maria,34.9792883,-120.4331682,hotel
Candlewood Suites,34.9781249,-120.4348873,hotel
Beresford Arms Hotel,37.7873765,-122.4135667,hotel
Coventry Inn,37.7999626,-122.4330087,motel
Holiday Inn San Francisco Golden Gateway,37.7898461,-122.421758,hotel
La Quinta Inn & Suites Anaheim,33.8043553,-117.909488,hotel
Extended Stay America Orange County - Anaheim Convention Center,33.8048637,-117.908828,hotel
Four Points by Sheraton Sacramento International Airport,38.6550439,-121.5388994,hotel
The Inn at Saratoga,37.2578727,-122.0344258,hotel
Hyatt Place UC Davis,38.535581,-121.7462684,hotel
Vagabond Inn Executive Old Town,38.5833108,-121.5017296,motel
Embassy Suites by Hilton Sacramento - Riverfront Promenade,38.5795687,-121.5069076,hotel
Hotel Valencia - Santana Row,37.3208562,-121.9480934,hotel
Hilton Garden Inn Sacramento/South Natomas,38.6112122,-121.5118138,hotel
SpringHill Suites Sacramento Airport Natomas,38.6106252,-121.5139796,hotel
The Traveler's Hotel,36.6755364,-121.6544159,hotel
,38.6010718,-121.4560869,hotel
,38.5835895,-121.515364,motel
,38.5831252,-121.5155489,motel
,35.3164177,-120.8545315,hotel
Sonesta Select Pleasant Hill,37.9457712,-122.0595687,hotel
Ramada by Wyndham Merced,37.2887433,-120.4533266,hotel
Extended Stay America - Fremont - Newark,37.531976,-122.0042109,hotel
Hearst Hacienda Lodge,36.0102762,-121.2427247,hotel
IHG Army Hotels Gibb Hall,36.011484,-121.2434947,hotel
Mission Ranch Hotel,36.5422966,-121.9230116,hotel
La Quinta Inn & Suites,37.6645312,-122.1183532,hotel
Hampton Inn & Suites,37.3987817,-122.0757293,hotel
Best Western,37.2926141,-120.4629106,hotel
Sandpiper Lodge,37.2928605,-120.4635171,motel
Pacific Express Inn,37.2932783,-120.4642793,motel
Courtyard,37.2939231,-120.4653694,hotel
Quality Inn,37.2945022,-120.4660876,hotel
Santa Maria Inn,34.9435643,-120.4365523,hotel
Los Gatos Village Inn,37.2229322,-121.9852658,motel
Toll House Hotel,37.2210844,-121.9854158,hotel
Laguna Mountain Lodge,32.867123,-116.4193724,motel
,32.8668672,-116.4199886,motel
,32.8666755,-116.4202857,motel
"Dream Hollywood, by Hyatt",34.100172,-118.3301925,hotel
Tang Fat Enterprises Company,37.7982565,-122.4084123,hotel
The Hotel at Indian Palms,33.6969478,-116.2324373,hotel
Hilton Anaheim,33.8006029,-117.9184256,hotel
Great Wolf Lodge,33.7791609,-117.9160268,hotel
Town and Country Resort & Convention Center,32.7633227,-117.1679481,hotel
Cal Neva Lodge & Casino,39.2246375,-120.0054045,hotel
Pelican inn,37.8646225,-122.5749554,hotel
Ramada Inn,37.286857,-120.4532394,hotel
Friendship Inn,37.3517811,-122.0108842,motel
Super 8 Anaheim/Disneyland Drive,33.8195194,-117.923036,motel
Riverside Marriott,33.9855504,-117.3728535,hotel
Lake Tahoe Vacation Resort,38.9498704,-119.9571308,hotel
Best Western,34.2435268,-116.8809066,hotel
Hilton Garden Inn Palmdale,34.6085535,-118.1541445,hotel
Travelodge Fullerton Near Anaheim,33.85719,-117.9422364,hotel
SpringHill Suites,33.8677554,-117.8812708,hotel
,34.2113951,-117.0853074,hotel
Holiday Inn Express,34.8190422,-118.8821296,hotel
Clementine Hotel & Suites Anaheim,33.8059976,-117.9090466,hotel
Holiday Inn Express Lancaster,34.6773102,-118.1624846,hotel
Comfort Inn & Suites,34.6789292,-118.1626032,hotel
SpringHill Suites Lancaster Palmdale,34.6789695,-118.1639055,hotel
Oxford Inn,34.6761121,-118.1606186,hotel
Hyatt Centric Santa Clara Silicon Valley,37.3866374,-121.9836329,hotel
Motel 6,34.6744577,-118.1598618,motel
La Quinta,35.6454198,-120.6708974,hotel
Howard Johnson Berkeley,37.870189,-122.2812342,hotel
Holiday Inn Express La Mesa Near SDSU,32.7749454,-117.025904,hotel
Days Inn Los Angeles LAX/Redondo And Manhattan Beach,33.8886206,-118.3518034,hotel
,33.8887758,-118.3519994,motel
,34.2047219,-117.1034828,hotel
The Utah Inn,37.7793054,-122.3981588,hotel
Fairfield Inn & Suites Oakland Hayward,37.6331402,-122.1120633,hotel
Villa Motel,35.2880507,-120.6526095,motel
Lamplighter Inn & Suites,35.2874204,-120.6534269,motel
Hamilton Cove,33.3545442,-118.3311773,hotel
Holiday Inn,38.1798033,-122.2539075,hotel
Ayres Suites Yorba Linda,33.8724401,-117.7412532,hotel
Extended Stay America - Orange County - Yorba Linda,33.8726149,-117.7392999,hotel
Sonesta Anaheim Resort Area,33.8002575,-117.9013087,hotel
Sonesta ES Suites Anaheim,33.8009313,-117.9015188,hotel
LEGOLAND California Hotel,33.1260122,-117.3101218,hotel
Super 8 Hotel,32.5843881,-117.0952089,hotel
Dolphin's Cove Resort,33.7970749,-117.9135615,hotel
Lighthouse Inn,41.7502108,-124.1812538,motel
Casa Loma Beach Hotel,33.5431203,-117.7871502,motel
Sonesta Select San Jose Airport,37.3654568,-121.918369,hotel
Hyatt Place San Jose Airport,37.3735468,-121.9212501,hotel
DoubleTree Club by Hilton Orange County Airport,33.6970556,-117.8648481,hotel
Colton Inn,36.5952936,-121.8972043,hotel
Quality Inn On Historic Route 66,34.8927107,-117.0034266,hotel
Days Inn,34.8907551,-117.0035828,hotel
Ramada,34.8941451,-117.001388,hotel
Travelodge,34.8905109,-116.9993346,hotel
Joshua Tree Inn,34.1343004,-116.3268555,motel
Wittle Inn,37.369102,-122.0330535,motel
Phoenix Hotel,37.7829494,-122.4181797,hotel
Coastside Inn,37.4655507,-122.4344014,motel
Lakeland Village,38.9470141,-119.9627742,hotel
Beach Retreat & Lodge at Tahoe,38.9463818,-119.9671943,hotel
Travel Inn,38.946335,-119.9620068,motel
Tahoe Lakeshore Lodge & Spa,38.9477136,-119.9644343,hotel
Postmarc Hotel and Spa Suites,38.9490063,-119.9555731,hotel
Howard Johnson Express Inn S. Lake Tahoe,38.9469938,-119.9639669,hotel
Stateline Economy Inn & Suites,38.956221,-119.9450019,motel
"Hotel Becket, Trademark Collection by Wyndham",38.9552237,-119.9456528,hotel
Park Tahoe Inn,38.9554696,-119.9453934,motel
Heavenly Inn,38.9562691,-119.9474403,motel
Tahoe Seasons Resort,38.9384957,-119.9382231,hotel
Secrets Inn,38.9564249,-119.9477864,hotel
Holiday Inn Express South Lake Tahoe,38.9542415,-119.947204,hotel
Blackjack Inn South Lake Tahoe,38.9559407,-119.9451744,motel
Highland Inn,38.9544647,-119.9461456,motel
The Trailhead,38.95229,-119.9483821,hotel
Tahoe Chalet Inn-Lake Tahoe Hotel,38.9517369,-119.949625,motel
South Shore Inn,38.9520155,-119.9467543,motel
Midway Inn,38.9520202,-119.9490134,motel
Pioneer Inn,38.9506864,-119.9481273,motel
Thunderchief Inn,38.9530208,-119.9460827,motel
Travelers Inn Suites,38.9528177,-119.9461682,motel
Hyatt Centric The Pike Long Beach,33.7649798,-118.194661,hotel
Sunray Tahoe Hotel,38.9282629,-119.982759,motel
Matterhorn Motel,38.9176699,-119.9984791,motel
The Red Lodge,38.9094164,-120.0013902,motel
Apex Inn,38.9083429,-120.0009266,motel
Knott's Hotel,33.8404337,-117.9986713,hotel
Concord Plaza Hotel,37.9804471,-122.0577938,hotel
Hotel Irvine,33.6779335,-117.8402424,hotel
,34.7042822,-118.1450749,hotel
,34.7041579,-118.1450055,hotel
,34.7042759,-118.144539,hotel
,34.7042621,-118.1448229,hotel
The Encinitan Hotel & Suites,33.0483508,-117.2914707,hotel
The Burney Motel,40.8893094,-121.6540708,motel
Bella Notte Inn,36.9642806,-121.9921878,hotel
Holiday Inn Express Hermosa Beach,33.8553262,-118.3908617,hotel
Hyatt House San Jose/Silicon Valley,37.4165001,-121.9530203,hotel
Country Hearth Inn San Francisco,37.7983713,-122.4463082,motel
El Rancho Motel,36.87538,-121.7586471,motel
Country Inn & Suites,32.8980373,-117.1926412,hotel
Borg's Motels,36.6263223,-121.9177356,motel
Marriott's Newport Coast Villas,33.5826362,-117.8418322,hotel
Extended Stay America - Dublin - Hacienda Dr.,37.7050499,-121.8795795,hotel
Thunder Valley Casino Resort,38.8404249,-121.3132137,hotel
,38.8402288,-121.3145909,hotel
Alpha Inn & Suites,37.7987262,-122.4428668,motel
Marina Motel,37.7991861,-122.4438457,motel
La Luna Inn,37.7985592,-122.4439298,motel
Holiday Inn Express San Francisco Airport North,37.6443722,-122.4036046,hotel
"Martis Valley Lodge, Tapestry Collection by Hilton",39.3176029,-120.1523586,hotel
The Marina Inn on San Francisco Bay,37.6971041,-122.188602,hotel
Saga Motor Hotel,34.146499,-118.1166245,motel
Hampton Inn & Suites San Jose,37.3018182,-121.85771,hotel
Avalon Lodge,38.9580354,-119.9465564,motel
Forest Suites Resort,38.9557004,-119.9409248,hotel
The Bristol Hotel,32.7164231,-117.1636002,hotel
Four Points by Sheraton San Diego,32.8108685,-117.148512,hotel
Ramada Mountain View,37.4063468,-122.0637545,hotel
Buckeye Tree Lodge,36.4800065,-118.8381681,motel
Gateway Lodge,36.4798075,-118.8384421,motel
Sequoia Inn,36.4798991,-118.8389396,motel
Holiday Inn Express,33.8547684,-117.9258861,hotel
Days Inn,33.8569593,-117.9993332,hotel
Fairfield Inn & Suites Anaheim North/Buena Park,33.8585658,-117.9959742,hotel
Sheraton,33.8684752,-118.060644,hotel
Sequoia Motel,36.4549846,-118.8870275,motel
White Horse Resort,36.4545034,-118.8879741,motel
Courtyard by Marriott San Diego Downtown Little Italy,32.7224056,-117.1651825,hotel
Best Western Pasadena Inn,34.1459259,-118.0770198,hotel
The Rose Hotel,37.663981,-121.8748278,hotel
Hyatt Vacations Club at Northstar Lodge,39.2757476,-120.1227394,hotel
Wyndham Garden San Jose Airport,37.362023,-121.9067408,hotel
Hilton Garden Inn San Jose Airport,37.3630672,-121.9076623,hotel
Courtyard San Jose Airport,37.3646033,-121.9082733,hotel
Pavilion Inn San Jose,37.3616677,-121.9044728,motel
Extended Stay America,37.7812794,-121.9710646,hotel
,33.8378406,-117.992954,hotel
Motel 6,33.7583123,-118.0195591,motel
El Colibri Hotel & Spa,35.568755,-121.1052471,hotel
Pine Mountain Inn,34.8499501,-119.1654319,hotel
Tomales Bay Resort,38.1069733,-122.8625263,hotel
Wilshire Motel,34.0456295,-118.4662041,motel
2,37.4076649,-122.1199916,hotel
Country Inn Motel,37.4047355,-122.117335,motel
Dinah’s Garden Hotel,37.4079007,-122.1196241,hotel
The Nest,37.4172067,-122.1290549,hotel
Glass Slipper Inn,37.4165696,-122.1288873,hotel
Comfort Inn,37.4167081,-122.1282944,hotel
Travelodge Palo Alto,37.4210912,-122.1373826,hotel
Hotel Zen,37.4120268,-122.1252491,hotel
The Palo Alto Inn,37.4075726,-122.1217342,hotel
Courtyard,37.4047477,-122.1192085,hotel
Hotel Parmani,37.4206265,-122.1387413,motel
Oak Creek Apartments | Stanford,37.4321399,-122.1868434,hotel
Stanford Terrace Inn,37.4269492,-122.1494584,hotel
Howard Johnson,36.963745,-122.0254384,hotel
Good Nite Inn Redwood City,37.496144,-122.2353655,motel
DoubleTree by Hilton Hotel Pleasanton at the Club,37.7005172,-121.9180082,hotel
Residence Inn,37.7631159,-121.9538263,hotel
Courtyard,33.9750378,-117.3449584,hotel
Dynasty Suites Hotel,33.9768511,-117.3404671,hotel
Kimpton Canary Hotel,34.4204303,-119.7025512,hotel
Doryman's Oceanfront Inn,33.6085018,-117.9288045,hotel
Hampton Inn & Suites Agoura Hills,34.1456589,-118.7822729,hotel
Union Hotel – Sierra Retreat,39.6825161,-120.9846795,hotel
Holiday Inn Express Monterey - Cannery Row,36.6124467,-121.8991883,hotel
Monterey Bay Inn,36.6112194,-121.896849,hotel
h2hotel,38.6090657,-122.8704446,hotel
Duchamp Hotel,38.6126451,-122.872518,hotel
Best Western Dry Creek Inn,38.6254849,-122.8765169,hotel
"The Honor Mansoin, A Resort Inn",38.6202813,-122.8760998,hotel
Wave Street Inn,36.6140509,-121.9001398,hotel
"Studio 6 Eureka, Ca - Old Town",40.8025319,-124.1697963,motel
Quality Inn,40.8041867,-124.1581159,hotel
Town House Motel,40.8037559,-124.1609773,motel
Super 8,40.8037866,-124.1570105,motel
Budget Motel,40.8035206,-124.1588392,motel
Travelodge Eureka,40.8018011,-124.1709575,hotel
Hotel Vance,40.8047462,-124.1659972,hotel
Yosemite Southgate,37.3374098,-119.6458835,hotel
Marina Riviera,34.2442749,-116.9125887,hotel
Yosemite View Lodge,37.6781578,-119.7649168,motel
Americas Best Value Inn Mountain View,37.3872359,-122.0859292,motel
Budget Motel,37.3874237,-122.086438,motel
Garden Motel,37.4872647,-122.2208969,motel
Niche Hotel,37.4853839,-122.2265944,hotel
Best Western,37.4911563,-122.2416046,hotel
Sequoia Inn,37.489769,-122.2395616,motel
Comfort Inn,37.4777083,-122.2251037,hotel
Budget Inn,37.4730747,-122.2179172,motel
Capri Motel,37.4743018,-122.2198439,motel
Days Inn,37.4709835,-122.216043,hotel
Holiday Inn Express,37.4697846,-122.2135006,hotel
Pacific Inn,37.471893,-122.2166338,hotel
Best Western Plus Corning Inn,39.9267981,-122.1989494,hotel
Holiday Lodge,39.393826,-123.3491083,hotel
Western Village Inn,39.3962561,-123.3498565,motel
Peacock Suites,33.8046761,-117.9071045,hotel
WorldMark Anaheim,33.8038828,-117.9086875,hotel
Comfort Inn Anaheim Resort,33.8027405,-117.9045326,hotel
Stone Villa Inn,37.5469906,-122.3073802,hotel
Harbor View Inn,34.412526,-119.6901561,hotel
Riviera Beach House,34.4133415,-119.6914642,hotel
Drift Hotel,34.4176093,-119.6961208,hotel
Hotel Santa Barbara,34.4173852,-119.69677,hotel
Alamo Inn & Suites,33.8027646,-117.9258947,hotel
Fairfield Inn & Suites Twentynine Palms-Joshua Tree National Park,34.1372693,-116.0974863,hotel
Presidio Inn & Suites,37.7990071,-122.4403823,motel
Canopy by Hilton San Francisco SoMa,37.7823641,-122.4021254,hotel
Carriage Inn,37.7785023,-122.4104942,hotel
San Francisco Inn,37.7729417,-122.4101562,hotel
Civic Center Motor Inn,37.7726069,-122.4107971,motel
Francisco Bay Inn,37.8007576,-122.4265247,hotel
Lombard Motor Inn,37.8009122,-122.4258602,hotel
Embassy Suites Anaheim North,33.8470603,-117.8523334,hotel
Holiday Inn Express Santa Barbara,34.416075,-119.6959648,hotel
Haley Hotel,34.4173741,-119.6944341,motel
Moxy Santa Barbara,34.4150047,-119.6923874,hotel
Harris Ranch,36.2536031,-120.2373684,hotel
Extended Stay America,33.9103689,-117.8564317,hotel
Folsom Hotel,38.6775189,-121.1764571,hotel
Day & Night Inn,34.4699193,-117.3391481,motel
Quality Inn & Suites,34.4690493,-117.3425024,hotel
La Quinta Inn and Suites Dublin-Pleasanton,37.7062016,-121.9080217,hotel
Quality Inn & Suites Anaheim At The Park,33.8027156,-117.9265669,hotel
Holiday Inn Express,37.5400626,-121.2654887,hotel
Best Western Kettleman City Inn & Suites,35.9868906,-119.9620263,hotel
National Hotel,37.9526366,-120.4229973,hotel
Jamestown Railtown Motel,37.9539219,-120.4221163,hotel
Americas Best Value Inn & Suites - Royal Carriage,37.9536459,-120.4225725,hotel
Jamestown Hotel and Restaurant,37.9521015,-120.4233977,hotel
Radisson Hotel Newport Beach,33.6679726,-117.8654667,hotel
Rosewood Miramar Beach Hotel,34.4210414,-119.6302495,hotel
Rosewood Miramar Beach Hotel,34.4205719,-119.6283739,hotel
America's Best Value Inn,33.8781264,-117.5651783,motel
Lakeland Village Resort at Heavenly,38.9482011,-119.9619154,hotel
"Motel 6 Corona, CA",33.884272,-117.5829785,motel
Residence Inn,34.6004894,-118.1382979,hotel
Courtyard,34.6003305,-118.1391465,hotel
Crestview Hotel,37.3742643,-122.0591501,hotel
Residence Inn San Diego Sorrento Mesa / Sorrento Valley,32.9015936,-117.1881209,hotel
Americas Best Value Inn & Suites SOMA,37.7756667,-122.4086255,motel
Del Mar Beach Hotel,32.9625875,-117.2677753,hotel
Lone Oak Lounge,35.383909,-119.1209312,hotel
Sierra Inn,38.774244,-120.2970136,motel
Hilton Sacramento Arden West,38.6068323,-121.4336615,hotel
Residence Inn Sacramento Cal Expo,38.5938771,-121.4140857,hotel
Hampton Inn Tracy,37.7560206,-121.4619152,hotel
Fairfield Inn by Marriott Tracy,37.7560408,-121.4611549,hotel
Extended Stay America Stockton-Tracy,37.7571673,-121.4649252,hotel
Quality Inn,37.7622993,-121.4362171,hotel
Best Western,37.7617855,-121.4376592,hotel
Courtyard Vacaville,38.3679176,-121.9579498,hotel
Motel 6,38.3721817,-121.9519274,motel
Holiday Inn Express Hotel & Suites Vacaville,38.3717463,-121.9512456,hotel
Comfort Suites,38.3714466,-121.9508795,hotel
Fairfield Inn Vacaville,38.3703293,-121.9522797,hotel
Extended Stay America Sacramento-Vacaville,38.3851138,-121.9350884,hotel
Hilton Garden Inn,38.4228407,-121.3977687,hotel
Navy Lodge Monterey,36.582769,-121.8790566,hotel
The Burlington Hotel,38.0465969,-122.1837429,hotel
Embassy Suites,34.141276,-118.0244362,hotel
Springhill Suites Pasadena Arcadia,34.1410485,-118.0257389,hotel
Quality Inn Near Fort Hunter Liggett,36.2051832,-121.1394303,hotel
Travelodge Big Bear Lake CA,34.2382929,-116.9412301,hotel
Econo Lodge,35.3995682,-119.3953626,motel
WorldMark Marina Dunes,36.7005388,-121.8070738,hotel
Castroville Inn,36.7660104,-121.7580641,hotel
Days Inn Monterey Fisherman's Wharf/Aquarium,36.5867192,-121.90027,hotel
Monterey Pines Inn,36.5864432,-121.9004302,motel
The Inn at 1252 Monterey,36.5877654,-121.8996892,motel
Knights Inn Carmel Hill,36.584304,-121.9015638,motel
Padre Oaks Inn,36.5870923,-121.9001554,motel
Super 8,36.5857186,-121.9008029,motel
Monterey Surf Inn,36.5883768,-121.898809,motel
Bay Park Hotel,36.5824591,-121.9014205,hotel
Knights Inn Carmel Hill,36.5847456,-121.9013996,motel
The Inn at 1252 Monterey,36.5873802,-121.9000813,hotel
Howard Johnson Express Monterey,36.5881352,-121.8990954,hotel
The Inn at 1252 Monterey,36.5875763,-121.8999079,hotel
"Hyatt Carmel Highlands, Overlooking Big Sur Coast & Highlands Inn, A Hyatt Residence Club",36.5018732,-121.9374423,hotel
Ragged Point Inn,35.7807112,-121.3308929,hotel
Comfort Suites - Downtown,38.5957785,-121.5059781,hotel
Motel 6 Sacramento-Old Sacramento North,38.5956465,-121.5049135,motel
Quality Inn & Suites,38.5952742,-121.5058767,hotel
BEST WESTERN Sandman Motel,38.5943154,-121.5053051,hotel
Executive Inn and Suites Sacramento,38.5957419,-121.502614,hotel
Budget Inn,37.7795416,-122.4130287,hotel
Intercontinental San Francisco,37.7820704,-122.4047589,hotel
The Rose,37.7808395,-122.4081087,hotel
Alkain Hotel,37.7820031,-122.4078569,hotel
Aida Hotel,37.7805418,-122.4117947,hotel
Axiom Hotel,37.7848983,-122.4081659,hotel
Hotel Mentone,37.7846962,-122.412558,hotel
Helen Hotel,37.7833753,-122.4118532,hotel
Cats Coronado Hotel,37.7846641,-122.4122985,hotel
Bel Air Hotel,37.7845114,-122.4124827,hotel
Alexis Park Tenderloin,37.7842615,-122.4197058,motel
Adante Hotel San Francisco,37.7869512,-122.4136447,hotel
Courtyard San Francisco Union Square,37.7872742,-122.414265,hotel
Merit,37.7866378,-122.4201099,hotel
"Club Quarters Hotel, San Francisco, Embarcadero",37.7952194,-122.4007499,hotel
Holiday Inn Hotel & Suites Oakland Airport,37.7292546,-122.2014335,hotel
Ripplewood Resort,36.2646659,-121.8011853,motel
Glen Oaks Big Sur,36.2646365,-121.8009772,motel
Deetjen's Big Sur Inn,36.2173052,-121.7502559,hotel
Hotel Sunrise,37.7658544,-122.4216844,hotel
Orchard Hotel,37.7900334,-122.4083404,hotel
Mystic Hotel,37.7898023,-122.4074205,hotel
Cornell Hotel de France,37.7898876,-122.4091159,hotel
Golden Gate Hotel,37.7898183,-122.409953,hotel
Hotel Cartwright,37.7894402,-122.4092001,hotel
The Grant Hotel,37.7897939,-122.4095809,hotel
Hotel Emblem San Francisco,37.7893634,-122.4098163,hotel
,34.0738141,-118.3825835,hotel
The Stanley Hotel,37.7909326,-122.4198279,hotel
Super 8 Mountain View,37.3900088,-122.0933533,motel
Holiday Inn Express Mountain View - South Palo Alto,37.3893337,-122.0918774,hotel
Hotel Vue,37.3814476,-122.0741313,hotel
Hotel Majestic,37.7872456,-122.4254328,hotel
Kimpton Buchanan Hotel,37.7867611,-122.4303505,hotel
Quality Inn Near Six Flags Discovery Kingdom - Napa Valley,38.1368115,-122.2158366,hotel
Inn at the Opera,37.7786151,-122.4222162,hotel
Hayes Valley Inn,37.7770804,-122.4231993,hotel
Antlers Motel,40.3080445,-121.2313339,motel
Sky Ranch Motel,37.407976,-122.1219762,motel
Seaside Inn,37.8008713,-122.4304543,motel
Taylor Hotel San Francisco,37.7880561,-122.4119747,hotel
Pepperwood Motel,39.4069152,-123.3527057,motel
Holiday Inn Express,38.8713727,-121.3051447,hotel
Capri Motel,37.7990638,-122.4328617,motel
Best Western Golden Key,38.9258967,-121.0549171,hotel
"Motel 6 Auburn, CA",38.9227858,-121.0600784,motel
Best Western Golden Key,38.9259028,-121.0551944,hotel
The Redwood Riverwalk Hotel,40.578286,-124.152906,motel
Super 8 Fortuna,40.5786928,-124.1528821,motel
Comfort Inn & Suites Redwood Country,40.5786878,-124.1541649,hotel
Courtyard On Nob Hill,37.7910548,-122.4150185,hotel
